,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,kelas
0,8119.25,455.0,175.75,0.0,424.25,16.75,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656.25,111.5,57.25,0.0,3054.25,3922.75,372.0,26.0,0.0,78.0,11.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,424.0,1.25,0.5,0.0,556.0,1037.0,2.75,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,36.5,0.0,0.0,0.0,52.5,2.5,3203.25,3226.0,802.75,297.0,132.5,82.25,49.75,34.0,28.25,33.75,30.5,37.5,45.75,64.25,124.0,270.25,728.0,11651.75,Batik Bali
1,800.25,134.75,6.0,0.5,0.0,1722.25,1541.5,311.75,0.0,13.5,158.25,1686.25,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1011.0,778.0,226.75,0.0,6.5,131.25,1512.75,0.0,0.0,0.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,1547.75,829.0,438.25,274.25,244.25,198.0,178.5,153.0,175.0,159.75,169.25,188.75,215.25,295.75,441.5,831.25,3442.5,Batik Bali
2,1118.25,119.75,8.5,0.0,0.0,37.0,510.0,32.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,0.0,0.0,180.5,912.0,329.5,0.0,4.0,343.25,1482.75,0.0,0.0,0.0,20.75,0.0,0.0,0.0,0.0,0.0,11.75,0.25,0.0,0.0,18.5,461.0,1232.75,0.0,0.0,5.25,677.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,3009.0,567.25,1839.75,645.75,363.25,224.75,185.5,158.0,128.5,128.0,733.5,133.25,148.5,145.0,172.5,228.5,347.75,651.5,3717.25,Batik Bali
3,3464.25,1640.0,0.0,0.0,0.0,4315.5,98.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1852.0,2486.0,0.0,0.0,0.0,5867.25,246.0,0.0,0.0,0.0,945.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.5,634.75,0.0,0.0,0.0,582.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5884.5,2915.5,471.25,144.25,84.0,54.5,38.5,26.75,19.5,28.0,23.25,26.0,33.25,35.5,74.5,147.25,421.0,12311.0,Batik Bali
4,10677.0,840.5,1.0,0.0,0.0,395.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.25,432.0,22.5,7.25,2.5,7880.75,919.25,35.25,0.0,0.0,329.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.75,44.25,20.75,0.0,0.0,974.25,61.5,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2.5,6740.5,2548.5,376.25,137.25,65.75,43.5,27.75,17.5,15.5,13.25,13.5,19.75,14.75,29.0,59.0,124.25,422.0,12858.5,Batik Bali
5,1625.75,74.75,0.0,0.0,9.75,1481.25,100.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,6.0,2752.0,1608.5,0.0,0.0,274.75,2928.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,2.5,3658.5,284.75,0.0,0.0,86.25,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.25,1621.25,2930.75,639.75,270.75,139.75,97.75,75.25,53.5,44.75,51.5,57.75,55.5,75.5,107.25,159.0,302.0,767.75,8014.0,Batik Bali
6,1894.0,973.25,445.0,32.25,7.0,322.25,926.75,124.75,0.0,0.0,4.5,1.0,0.0,0.0,0.0,0.0,917.75,239.5,3.75,0.0,175.75,1595.75,1422.75,380.5,0.0,11.5,276.25,1123.75,0.0,0.0,0.0,5.25,148.75,4.75,0.0,0.0,145.0,1625.5,126.5,0.0,0.0,238.5,1463.5,574.0,0.0,0.0,5.75,337.25,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,15.5,694.0,26.5,0.0,0.0,39.5,79.25,2144.25,3206.0,856.5,332.0,172.0,97.0,76.25,75.0,53.25,55.5,57.0,59.25,87.0,109.25,159.0,298.0,784.5,7789.5,Batik Bali
7,7995.75,890.5,1.75,0.0,389.0,808.0,662.0,42.75,0.0,73.0,0.0,21.5,0.0,0.0,0.0,0.0,616.25,625.5,0.0,0.0,0.25,1028.75,323.75,32.0,0.0,672.0,456.75,440.5,0.0,0.0,139.75,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.5,0.0,0.0,0.0,1.0,3.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1454.25,3312.0,899.75,324.5,194.25,130.25,89.25,98.75,71.5,91.0,81.5,90.5,103.5,151.75,191.0,323.0,857.25,6895.25,Batik Bali
8,10349.75,3096.5,10.75,0.0,65.25,589.5,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,33.5,2.25,0.0,21.5,5248.25,1505.75,3.0,0.0,78.5,699.0,37.5,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,9.25,7.0,0.0,0.0,9.5,3013.5,556.0,0.0,0.0,29.25,627.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292.25,9249.75,2837.5,415.0,165.5,73.0,56.25,34.0,18.0,14.75,23.75,18.25,17.0,33.5,45.0,78.25,150.5,494.0,13598.25,Batik Bali
9,438.75,0.0,0.0,0.0,0.0,7.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.25,1125.0,0.0,0.0,0.0,3492.5,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3122.5,1776.0,0.0,0.0,0.0,1297.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6536.75,3926.5,2900.0,557.25,293.5,183.5,154.0,124.75,97.5,95.0,1485.75,86.5,100.25,125.5,159.0,197.5,288.25,572.0,6844.0,Batik Bali
