,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,kelas
0,327.25,17.0,0.75,0.0,30.75,3.5,5.25,0.5,0.25,0.0,3.5,2.0,0.0,0.0,0.0,0.0,26.5,5.0,0.25,0.0,116.75,101.0,12.5,0.0,37.75,58.5,14.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,12.5,0.25,0.25,44.0,110.75,10.0,0.5,0.0,9.5,2.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,4.0,0.0,0.25,2.5,12.0,9.75,30.75,135.5,84.5,60.0,34.0,27.75,19.75,17.25,17.25,17.0,16.5,19.5,29.75,30.0,41.0,54.25,91.5,270.0,Batik Bali
1,224.5,29.0,1.75,0.5,0.0,44.75,57.5,17.25,0.0,0.0,1.25,9.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,1.0,68.25,139.0,4.0,0.0,0.0,64.25,101.75,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.5,11.5,0.0,0.0,7.25,51.5,5.25,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.25,0.0,6.0,110.75,98.0,62.0,40.25,30.5,24.25,23.75,22.75,22.5,23.0,23.0,26.75,38.25,44.75,62.5,78.75,128.25,Batik Bali
2,209.5,0.75,0.0,0.0,0.0,15.25,8.0,0.0,0.0,0.5,7.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,103.5,81.0,0.5,0.0,26.5,203.5,49.25,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,13.75,6.75,8.5,0.0,5.25,71.0,98.75,33.0,0.0,0.0,0.25,28.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,8.25,0.5,0.0,0.0,0.25,0.75,1.25,5.0,125.5,105.25,65.0,41.75,31.75,32.5,27.25,17.0,24.0,24.0,23.75,27.25,41.0,57.75,76.0,99.25,169.0,Batik Bali
3,525.5,0.25,14.25,0.25,90.75,32.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.0,135.5,27.0,14.0,0.0,98.75,61.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,154.25,55.0,0.0,0.0,42.0,104.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.25,471.25,217.0,57.5,35.0,21.75,24.0,19.75,17.25,13.0,32.0,16.75,16.75,17.25,25.5,25.75,34.5,68.25,1131.25,Batik Bali
4,384.75,47.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.25,0.0,0.0,47.0,293.25,0.0,0.0,0.0,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.25,9.5,0.0,0.0,11.0,178.25,501.75,0.0,0.0,0.0,49.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.75,0.0,0.0,1.25,372.5,303.0,329.5,84.25,34.0,17.0,11.0,7.75,6.25,8.25,4.25,8.0,6.25,9.75,11.0,17.25,27.25,61.5,1040.5,Batik Bali
5,1022.5,104.75,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.25,80.25,0.0,0.0,1.0,597.5,28.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,45.25,0.0,0.0,0.25,431.25,15.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,26.5,0.0,0.0,0.0,750.5,974.75,274.5,34.75,12.5,11.0,2.5,5.75,3.25,2.5,5.5,3.5,3.5,3.75,5.75,9.0,14.5,39.0,1779.25,Batik Bali
6,653.0,185.75,22.75,19.75,0.25,32.25,74.75,21.25,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,14.75,59.25,14.25,0.0,0.75,13.25,26.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,9.25,14.75,0.0,0.0,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,2.0,10.5,47.75,205.25,76.75,39.0,22.5,18.75,13.5,12.5,7.0,8.75,8.0,9.75,10.0,15.0,25.0,41.0,82.5,549.25,Batik Bali
7,327.25,17.0,0.75,0.0,30.75,3.5,5.25,0.5,0.25,0.0,3.5,2.0,0.0,0.0,0.0,0.0,26.5,5.0,0.25,0.0,116.75,101.0,12.5,0.0,37.75,58.5,14.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,12.5,0.25,0.25,44.0,110.75,10.0,0.5,0.0,9.5,2.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,4.0,0.0,0.25,2.5,12.0,9.75,30.75,135.5,84.5,60.0,34.0,27.75,19.75,17.25,17.25,17.0,16.5,19.5,29.75,30.0,41.0,54.25,91.5,270.0,Batik Bali
8,459.5,0.25,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,5.5,187.0,27.25,0.0,0.0,1.5,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.25,1.75,0.0,0.0,22.25,569.75,25.75,0.0,0.0,2.0,76.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,5.5,0.0,0.0,18.0,962.5,392.0,292.5,59.0,19.5,15.25,12.5,7.25,6.0,5.75,7.25,7.5,6.5,8.0,11.5,15.5,25.75,68.0,1553.75,Batik Bali
9,429.5,591.75,3.25,0.0,0.25,67.75,39.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.75,11.0,6.0,1.75,85.5,215.75,0.25,0.0,2.0,129.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,26.5,41.0,43.5,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.5,0.0,0.75,155.75,303.25,68.25,39.75,20.0,9.25,4.5,5.25,5.25,7.5,6.25,8.25,12.5,11.5,19.75,33.0,73.0,924.5,Batik Bali
