Id,Organic_carbon,Trihalomethanes,Turbidity
401,10.3797830780847,86.9909704615088,2.9631353806316407
402,15.18001311635726,56.32907628451764,4.500656274942408
403,16.868636929550973,66.42009251176368,3.0559337496641685
404,18.436524495493305,100.34167436508008,4.628770536837084
405,11.558279443446397,31.997992727424737,4.075075425430034
406,8.399734640152758,54.91786184199447,2.5597082275565217
407,13.789695317519886,84.60355617402357,2.672988736934779
408,12.36381669870525,62.79830896292516,4.401424715445482
409,12.70604896865791,53.92884576751224,3.5950171809576155
410,17.92780641128502,71.97660103221915,4.370561936655497
411,15.586810438033126,78.74001566430479,3.662291782852457
412,14.525745697593209,76.48591117965157,4.011718108339787
413,15.9295359088257,79.5007783369744,3.445756223321899
414,19.370807181232124,76.5099955279583,4.413974182974902
415,13.228311099224529,70.30021264692436,4.777382337225378
416,11.53978119153942,75.07161728663777,4.376348290691898
417,20.39702184072246,56.65160378979331,4.268428857506186
418,13.387340780225545,71.4573622129516,4.503660796179122
419,12.88875905430399,63.82123709666397,2.4360855903052734
420,12.509163940498697,62.79727715266126,2.5602991476149146
421,16.33169328269446,45.38281517787093,4.13342264357917
422,17.88423519296481,77.0423180517003,3.7497012410996176
423,14.189062206123708,59.85547582615388,5.459250956028731
424,16.609033155789916,90.1816758847452,4.528522696326911
425,11.256381166909478,56.9319064457562,4.824786389767524
426,14.899999566696977,79.84784281372556,5.200885076539757
427,13.80590221127079,30.284597198002704,4.184396969028851
428,12.729524720542258,49.536848802021865,4.004871127571583
429,10.34895075743782,53.00838135392041,3.9915642477993063
430,16.56865556799744,52.67618503420983,6.0381849531835865
431,7.92259833302262,71.5379532557936,5.088859989138795
432,16.8990378000164,47.08197118577765,2.857472426051184
433,12.890708564511783,65.73347838938281,5.057310516515726
434,10.2448150683598,44.48929725226032,3.160624468232638
435,12.16693714505169,86.08072748444091,5.029166724080735
436,10.96648615295345,49.23823132273568,3.9020887676437535
437,9.03406675271333,73.5946567566564,3.464353035155024
438,12.2650015775136,81.58899245649904,2.8965469413044738
439,22.46989198835695,53.12409421895881,2.90756391519334
440,16.471969353155146,30.383314574642014,4.324004645618281
441,18.33889254980602,42.67746528271937,3.510004044590529
442,10.180513802631594,59.57271371122687,4.434820257956548
443,11.093163397452656,66.13804474710018,5.182590703980226
444,23.917601261274967,71.833623959766,4.69070723013249
445,18.66822945752125,66.91240003430596,4.542801461749175
446,16.140790019197993,77.53618351780308,4.137739016206605
447,13.28533391608596,87.39088897956339,3.195710328196264
448,10.0908697516698,78.47278445385454,3.999775381550061
449,18.59940992382127,72.40363386888095,4.40558600033858
450,13.768323306421337,47.93087187711021,3.6261354416122304
451,16.18206649367437,75.72943388991457,3.048057223106976
452,9.611348740011238,66.08417363713342,2.447444463910633
453,10.942024256012132,71.7274140605346,3.742090426349668
454,18.27531210927765,47.63488493437153,3.7945315911032105
455,16.48283536696391,34.2520490783523,3.964686350022129
456,15.934483871207078,66.6210265451665,4.781188176562564
457,6.016336609271207,39.09117136225335,3.9406045297946832
458,8.236557503105303,99.42738491828506,4.460683931737437
459,12.823860949370784,71.7170050975215,4.405385705659032
460,16.622255183892094,59.622057462107946,4.089907689677867
461,9.6541256002684,63.74306384016444,3.902879711657464
462,13.75810517074376,17.915722569180794,3.92374916929651
463,16.92709217980689,,3.8556022119167
464,12.380770792752344,48.440724865546855,4.477960248233931
465,11.119659254793705,78.27505003771154,4.068688909481666
466,14.9330126610987,63.87381994728531,5.215689206119035
467,13.353181433963528,76.52179974552398,5.106655774420084
468,11.351132730708514,67.8699636759021,4.620793451653219
469,16.04514847686687,49.89840563542835,3.4397400415499195
470,17.287713278296337,50.99300645308109,3.636364182680497
471,9.79962468961304,90.03537367362071,3.8848910441472793
472,9.001820487566135,48.1470312534892,4.157533407489738
473,14.083608352195483,57.897074706807686,5.325833445695803
474,18.70440905927489,69.90790244915216,3.873470298448302
475,15.771834366058272,49.35200147780444,4.655916598688822
476,13.93478804138067,90.52332986300934,5.022783630004574
477,9.71223191091832,79.85092857457249,3.762615331099367
478,14.567268860188278,50.57797909828098,3.662837731991359
479,16.245504341610683,57.72972382844005,2.2934314064128625
480,8.992754272254672,69.50921982211526,3.508372649783596
481,15.611859296305228,54.29944409418921,5.013463351103733
482,18.099078103861583,,3.758995860323916
483,11.532144007741238,81.10693773146244,3.772420927989514
484,12.256790251190353,82.46979842996726,2.9946710955082176
485,9.833874584580258,95.02660927984373,4.191217514711704
486,7.507662314515301,70.54738690612056,3.6125196149467143
487,13.863964882331118,64.81225738319597,4.916579160751283
488,15.966042944362073,59.29227326975216,3.385508443856719
489,9.347633986485675,67.9197886870381,5.002467259922081
490,13.553751007248536,42.381483937537176,2.5550269039968736
491,11.870981482343325,69.10983568283255,4.383921813522324
492,9.226618665284832,55.29428326667228,3.355164642176155
493,19.27005426046378,93.13800948154017,3.172789769152877
494,16.145732052775088,59.12445084811043,2.0190420182011657
495,9.387781275530813,55.95800559485764,3.651865808422898
496,15.836330205236152,41.26364788367695,5.359460295012964
497,10.661798937603976,90.29777033020964,4.764508264921448
498,14.86026268337497,88.28734556180851,5.066786271784542
499,13.643147085869316,63.73373237019648,3.710053125679874
500,10.214274603240654,62.430926156839874,3.1087699879134547
501,13.478526445498858,54.47483954440166,3.763905902952325
502,18.145374253777163,73.71552201680902,4.880875156180851
503,21.84591625254205,52.37220110667482,5.083014141516923
504,17.695114357126045,103.15046264537835,3.995973787492761
505,13.1707632092033,49.523769983067695,4.765205370159007
506,17.084245654876156,62.42163705791029,3.875556805136775
507,11.623019157977636,69.61584964492826,3.3985925873166565
508,7.935467758332209,78.10854981556727,5.525726338121716
509,14.63688225637759,73.42463245501654,3.9773623643299727
510,17.20956505547082,48.78311165978784,3.962478314282775
511,14.171762565335484,,5.239981870081682
512,6.063461912529135,63.12804403102223,4.238589203481521
513,17.485844248946023,60.48388466227112,3.7248367036447
514,18.208339671899864,82.38787399017336,2.798600948267049
515,16.826619464762302,74.08607997264363,3.9023525898765015
516,13.44522519676093,67.05555840299215,5.6290156360573285
517,17.14990712568715,82.02511580240524,4.597165511526862
518,16.13112428701453,61.11114633827725,3.425763242173682
519,13.365906195266293,,3.149157510432673
520,14.666917242315606,,6.204846358828904
521,18.403845830232967,81.19341217121226,3.827650071735445
522,18.60138073373639,49.56196889416349,4.664350321001553
523,9.578584600170416,72.37690878332559,4.197595209206819
524,16.237745770905633,57.03778017043311,2.8807853472938367
525,16.266296687636896,73.14946432483588,3.772886607458768
526,6.580401550826252,59.57603991058592,3.285077052469842
527,13.221033634237417,84.19860653327541,5.052736766116998
528,11.542661782175117,67.72070437929213,4.4125895367028125
529,15.035046907486446,110.73929934431216,3.8098416540991424
530,16.535185927180066,46.20574791071063,3.5487755887477364
531,15.264742348024072,64.20396370266333,3.8129529259917896
532,18.31249854193584,63.19330598951376,3.2449484773190638
533,18.38071192638193,55.5074684684337,2.6122489531921698
534,11.728338195960704,23.81701990494781,3.552129499701653
535,20.09841289135693,41.86595951021348,4.20158090550856
536,19.370090874546293,60.93948098211983,4.5087050978944845
537,12.309015955365226,69.03845387066936,3.4673369148168574
538,15.936261676600791,81.39075849624524,3.3625371351987914
539,14.139065908911675,63.54899265609275,3.7627198370300334
540,16.142284003388227,66.23143553591859,4.289395484098247
541,20.18405147231266,54.96128525342952,3.568991707976406
542,11.31880659612483,,3.679795034755029
543,12.606381646809666,58.7522013156628,3.027449578045163
